Product_ID,Month,Sale_Date,Sales_Rep,Region, Sales_Amount ,Quantity_Sold,Product_Category, Unit_Cost , Unit_Price ,Customer_Type,Discount,Payment_Method,Sales_Channel,Revenue
1069,August,06-08-2023,Bob,North,"7,936.43",4,Electronics,"2,485.86","2,532.87",New,1.00%,Credit Card,Online,10131.48
1099,August,29-08-2023,Alice,West,"4,567.81",44,Clothing,"4,933.11","5,245.86",Returning,13.00%,Bank Transfer,Retail,230817.84
1012,September,16-09-2023,David,South,"1,916.08",19,Electronics,"1,427.42","1,763.69",New,3.00%,Cash,Retail,33510.11
1025,September,19-09-2023,Alice,East,"8,564.24",26,Electronics,"2,007.32","2,202.87",Returning,11.00%,Cash,Online,57274.62
1052,January,05-01-2023,Bob,North,"8,837.34",11,Clothing,"3,451.59","3,929.26",New,30.00%,Credit Card,Retail,43221.86
1085,September,18-09-2023,Eve,East,"4,716.47",40,Clothing,"4,083.23","4,521.57",New,27.00%,Bank Transfer,Retail,180862.8
1100,February,23-02-2023,Eve,North,849.43,43,Furniture,"2,116.09","2,472.98",New,1.00%,Credit Card,Retail,106338.14
1053,February,16-02-2023,Eve,West,"3,939.48",11,Furniture,"1,582.86","1,942.55",New,17.00%,Credit Card,Retail,21368.05
1023,August,03-08-2023,David,West,"8,055.02",45,Food,"4,692.24","4,825.92",Returning,19.00%,Bank Transfer,Retail,217166.4
1016,June,26-06-2023,Charlie,North,"9,027.56",3,Electronics,"3,401.87","3,733.71",Returning,6.00%,Bank Transfer,Retail,11201.13
1057,January,09-01-2023,Charlie,North,"2,114.38",12,Furniture,639.16,746.28,Returning,4.00%,Bank Transfer,Retail,8955.36
1039,April,09-04-2023,Alice,North,763.04,3,Food,391.19,471.75,Returning,27.00%,Cash,Online,1415.25
1053,January,20-01-2023,David,West,"8,785.77",42,Furniture,"2,443.57","2,943.31",New,29.00%,Cash,Online,123619.02
1042,August,29-08-2023,Eve,South,"3,955.11",27,Clothing,"1,139.45","1,454.41",Returning,30.00%,Bank Transfer,Online,39269.07
1058,March,02-03-2023,Eve,East,"5,463.43",49,Furniture,"1,307.22","1,528.40",Returning,24.00%,Cash,Retail,74891.6
1039,June,27-06-2023,Bob,East,"9,683.85",2,Electronics,"4,394.58","4,545.78",Returning,20.00%,Credit Card,Retail,9091.56
1014,December,04-12-2023,Bob,West,758.99,49,Furniture,493.35,799.27,New,10.00%,Bank Transfer,Online,39164.23
1095,March,03-03-2023,Eve,East,"6,518.35",16,Electronics,"3,591.05","3,625.35",Returning,5.00%,Credit Card,Retail,58005.6
1005,May,25-05-2023,Eve,North,833.64,2,Clothing,"1,392.15","1,448.54",Returning,2.00%,Bank Transfer,Retail,2897.08
1035,August,04-08-2023,David,South,"3,817.14",30,Electronics,"3,813.62","3,839.72",New,21.00%,Credit Card,Online,115191.6
1087,January,03-01-2023,Charlie,East,"8,057.76",20,Furniture,"3,625.94","3,880.53",New,24.00%,Bank Transfer,Online,77610.6
1093,June,09-06-2023,Bob,South,"4,391.38",38,Food,86.59,390.89,Returning,25.00%,Credit Card,Online,14853.82
1075,August,15-08-2023,Charlie,North,"9,972.11",28,Clothing,"2,570.22","2,610.84",Returning,27.00%,Bank Transfer,Retail,73103.52
1018,September,26-09-2023,David,East,"5,634.69",25,Furniture,739.63,"1,103.03",New,26.00%,Bank Transfer,Retail,27575.75
1076,April,30-04-2023,Eve,West,"3,279.51",32,Clothing,"4,337.82","4,460.71",Returning,30.00%,Cash,Retail,142742.72
1009,March,30-03-2023,Charlie,South,"2,279.10",10,Clothing,"4,364.35","4,710.10",New,7.00%,Credit Card,Online,47101
1074,November,25-11-2023,Eve,North,"3,570.15",42,Furniture,"2,120.81","2,611.94",Returning,23.00%,Cash,Online,109701.48
1058,March,09-03-2023,Eve,South,"3,788.08",40,Furniture,"2,249.76","2,598.40",Returning,18.00%,Credit Card,Retail,103936
1017,December,23-12-2023,Alice,East,780.27,33,Food,"1,551.25","1,994.01",Returning,8.00%,Cash,Online,65802.33
1007,April,08-04-2023,Charlie,East,"3,758.78",13,Clothing,"3,597.20","4,071.82",Returning,29.00%,Bank Transfer,Online,52933.66
1046,September,24-09-2023,Charlie,West,"4,695.96",41,Clothing,"1,825.37","2,073.88",Returning,27.00%,Cash,Retail,85029.08
1013,April,15-04-2023,Eve,North,"7,255.10",42,Furniture,"1,375.57","1,729.71",New,4.00%,Cash,Online,72647.82
1040,November,19-11-2023,David,North,"6,601.62",47,Electronics,"2,189.54","2,617.00",New,1.00%,Bank Transfer,Online,122999
1042,May,03-05-2023,Alice,West,"7,116.78",37,Furniture,502.86,687.6,Returning,21.00%,Cash,Online,25441.2
1009,January,29-01-2023,Eve,West,182.8,16,Clothing,"3,745.69","3,883.77",Returning,18.00%,Bank Transfer,Retail,62140.32
1050,May,17-05-2023,Bob,North,"2,254.91",45,Furniture,112.35,586.18,Returning,28.00%,Credit Card,Retail,26378.1
1027,July,14-07-2023,Bob,South,"6,650.67",22,Food,"3,240.20","3,606.09",New,7.00%,Cash,Online,79333.98
1066,August,14-08-2023,Alice,South,"4,891.49",20,Electronics,955.18,"1,072.82",New,3.00%,Bank Transfer,Retail,21456.4
1005,November,28-11-2023,David,West,152.6,43,Furniture,"1,200.40","1,430.45",New,8.00%,Bank Transfer,Retail,61509.35
1029,June,19-06-2023,Eve,South,"8,064.50",27,Food,"3,196.38","3,596.64",New,1.00%,Cash,Retail,97109.28
1037,January,09-01-2023,Charlie,North,"7,750.81",41,Clothing,"4,965.07","5,243.13",New,1.00%,Credit Card,Online,214968.33
1038,February,09-02-2023,Alice,East,"5,529.35",16,Furniture,"3,899.70","4,228.18",New,27.00%,Cash,Retail,67650.88
1083,January,25-01-2023,David,East,757.99,34,Clothing,"1,167.91","1,547.26",New,11.00%,Bank Transfer,Online,52606.84
1008,September,18-09-2023,Charlie,South,"7,688.50",32,Food,921.32,"1,236.10",New,12.00%,Credit Card,Online,39555.2
1065,August,14-08-2023,Bob,West,"5,878.76",26,Clothing,"4,337.85","4,612.49",Returning,1.00%,Cash,Retail,119924.74
1086,May,04-05-2023,Bob,West,"7,841.40",25,Food,"2,248.71","2,626.02",New,8.00%,Bank Transfer,Online,65650.5
1017,February,07-02-2023,Charlie,West,"7,542.30",2,Food,728.41,"1,094.92",New,24.00%,Cash,Retail,2189.84
1071,November,24-11-2023,Alice,West,"8,049.72",12,Food,"4,317.95","4,636.59",New,18.00%,Credit Card,Retail,55639.08
1089,September,08-09-2023,Bob,West,"5,228.28",40,Furniture,"4,089.66","4,275.96",New,23.00%,Credit Card,Online,171038.4
1045,June,25-06-2023,Eve,South,"1,489.21",9,Clothing,"4,920.34","5,129.19",Returning,13.00%,Credit Card,Online,46162.71
1004,March,31-03-2023,Charlie,East,"6,744.46",12,Clothing,"4,553.23","5,038.74",New,9.00%,Credit Card,Retail,60464.88
1036,February,06-02-2023,Charlie,East,"6,242.69",26,Electronics,"4,266.36","4,331.43",Returning,14.00%,Credit Card,Retail,112617.18
1070,November,12-11-2023,Bob,South,"7,448.31",9,Electronics,310.24,451.81,Returning,10.00%,Cash,Retail,4066.29
1031,June,25-06-2023,Alice,West,"1,781.82",10,Electronics,566.86,818.14,Returning,25.00%,Credit Card,Retail,8181.4
1019,October,11-10-2023,Eve,South,"2,030.25",32,Electronics,"2,866.47","3,286.47",New,9.00%,Credit Card,Online,105167.04
1061,March,22-03-2023,Alice,East,"8,915.05",34,Clothing,"2,680.82","2,771.02",New,20.00%,Bank Transfer,Online,94214.68
1054,April,24-04-2023,David,North,"7,524.78",48,Food,"2,316.92","2,462.63",New,4.00%,Credit Card,Online,118206.24
1039,February,09-02-2023,David,South,"9,091.46",20,Food,"2,014.11","2,056.35",Returning,21.00%,Bank Transfer,Retail,41127
1091,October,28-10-2023,Bob,West,"7,611.28",39,Furniture,"2,184.49","2,540.42",Returning,27.00%,Bank Transfer,Online,99076.38
1074,August,12-08-2023,Bob,East,"6,011.84",2,Food,"2,868.02","2,994.74",Returning,18.00%,Bank Transfer,Online,5989.48
1090,November,14-11-2023,Bob,East,"6,575.91",1,Clothing,60.28,260.73,Returning,17.00%,Cash,Online,260.73
1019,December,15-12-2023,David,East,"8,902.37",36,Clothing,"1,340.51","1,567.92",New,29.00%,Cash,Online,56445.12
1039,April,25-04-2023,Alice,East,"5,830.19",24,Clothing,"2,615.48","3,062.22",New,19.00%,Bank Transfer,Retail,73493.28
1067,July,05-07-2023,Alice,West,"6,360.67",27,Furniture,"3,624.97","3,836.52",New,8.00%,Cash,Online,103586.04
1045,November,19-11-2023,Bob,North,"1,649.12",2,Electronics,912.08,993.24,Returning,9.00%,Credit Card,Online,1986.48
1013,February,25-02-2023,Eve,East,"4,791.82",31,Food,"2,757.06","3,023.97",Returning,21.00%,Cash,Online,93743.07
1092,February,09-02-2023,Alice,South,"7,192.33",14,Clothing,"3,586.58","4,068.43",New,22.00%,Credit Card,Online,56958.02
1058,December,20-12-2023,David,North,"2,782.33",2,Clothing,"2,250.91","2,558.68",New,9.00%,Credit Card,Retail,5117.36
1020,February,09-02-2023,Charlie,East,"2,102.32",29,Electronics,184.05,675.91,Returning,10.00%,Cash,Retail,19601.39
1092,December,13-12-2023,Charlie,North,"3,206.89",15,Clothing,"2,273.88","2,696.02",New,30.00%,Cash,Online,40440.3
1072,August,25-08-2023,Charlie,South,"2,490.86",12,Food,"1,517.40","1,545.02",New,3.00%,Bank Transfer,Retail,18540.24
1061,October,16-10-2023,Eve,East,"2,227.64",37,Furniture,"4,651.77","4,984.39",Returning,12.00%,Cash,Retail,184422.43
1039,September,19-09-2023,Bob,South,"4,306.02",28,Clothing,666.84,817.36,Returning,2.00%,Cash,Retail,22886.08
1001,August,04-08-2023,David,West,"9,087.60",20,Food,"3,279.76","3,563.97",Returning,25.00%,Cash,Retail,71279.4
1003,May,27-05-2023,Eve,East,"5,119.89",39,Clothing,310.96,457.84,New,3.00%,Credit Card,Online,17855.76
1077,December,02-12-2023,David,East,"1,960.41",24,Electronics,"2,258.54","2,439.49",Returning,20.00%,Credit Card,Retail,58547.76
1092,June,17-06-2023,David,East,862.02,21,Clothing,"2,792.20","3,254.55",New,2.00%,Credit Card,Retail,68345.55
1062,April,02-04-2023,Bob,East,"6,991.95",10,Clothing,"1,524.88","1,636.14",New,20.00%,Bank Transfer,Online,16361.4
1063,December,19-12-2023,Charlie,West,"3,889.71",46,Furniture,"2,302.62","2,740.93",Returning,25.00%,Bank Transfer,Online,126082.78
1025,February,28-02-2023,Bob,East,"8,236.13",14,Electronics,859.59,884.51,New,12.00%,Bank Transfer,Online,12383.14
1056,February,28-02-2023,Eve,North,"6,629.16",37,Electronics,"1,555.41","1,609.94",Returning,16.00%,Credit Card,Online,59567.78
1033,October,31-10-2023,Eve,East,"7,982.79",18,Furniture,"3,124.48","3,553.27",Returning,12.00%,Cash,Retail,63958.86
1038,June,18-06-2023,Eve,West,"2,792.27",24,Clothing,"1,543.91","1,862.88",New,9.00%,Bank Transfer,Online,44709.12
1006,September,26-09-2023,Bob,East,"6,954.35",14,Food,"4,503.73","4,879.88",New,24.00%,Bank Transfer,Retail,68318.32
1058,December,29-12-2023,David,North,"2,714.21",34,Electronics,"3,160.61","3,273.22",Returning,8.00%,Credit Card,Retail,111289.48
1044,February,14-02-2023,David,West,"9,396.78",12,Electronics,"2,221.31","2,494.48",Returning,22.00%,Bank Transfer,Online,29933.76
1045,December,11-12-2023,Alice,West,"6,400.11",22,Clothing,241.85,613.09,Returning,6.00%,Cash,Online,13487.98
1032,June,30-06-2023,Eve,North,"3,312.67",6,Clothing,"2,522.76","2,840.14",Returning,7.00%,Credit Card,Retail,17040.84
1045,June,19-06-2023,David,North,"2,768.17",36,Electronics,"3,835.64","4,076.77",Returning,10.00%,Credit Card,Retail,146763.72
1061,December,22-12-2023,Alice,North,"1,990.17",45,Clothing,"1,364.51","1,844.80",Returning,18.00%,Cash,Online,83016
1047,July,10-07-2023,David,North,"6,976.95",36,Food,"4,043.53","4,384.85",New,14.00%,Cash,Online,157854.6
1021,June,04-06-2023,Eve,North,"2,265.28",22,Electronics,"1,296.44","1,751.24",New,22.00%,Cash,Online,38527.28
1080,July,07-07-2023,Charlie,West,"5,993.50",14,Food,"4,127.54","4,495.13",New,6.00%,Bank Transfer,Retail,62931.82
1085,January,07-01-2023,Eve,West,"2,719.89",16,Food,472.08,842.46,New,0.00%,Cash,Retail,13479.36
1075,May,13-05-2023,Bob,East,"6,653.49",36,Clothing,"4,337.61","4,386.82",Returning,23.00%,Credit Card,Online,157925.52
1036,August,23-08-2023,David,East,"8,167.90",25,Food,"2,520.97","2,707.11",New,25.00%,Cash,Retail,67677.75
1099,February,14-02-2023,David,South,"7,802.45",32,Clothing,"1,517.86","1,948.46",New,2.00%,Credit Card,Online,62350.72
1019,November,10-11-2023,Bob,East,"7,632.43",33,Furniture,"1,362.31","1,486.29",Returning,18.00%,Credit Card,Retail,49047.57
1020,September,06-09-2023,Bob,East,"1,958.45",45,Clothing,"2,188.45","2,255.05",New,11.00%,Bank Transfer,Retail,101477.25
1057,January,31-01-2023,Charlie,North,975.01,36,Food,"4,995.30","5,165.09",Returning,24.00%,Cash,Online,185943.24
1018,January,23-01-2023,David,North,"7,019.59",20,Furniture,"1,140.62","1,258.63",Returning,26.00%,Bank Transfer,Online,25172.6
1047,June,09-06-2023,David,East,"3,746.64",18,Clothing,560.92,"1,024.31",Returning,26.00%,Cash,Online,18437.58
1049,December,29-12-2023,Charlie,South,"4,380.23",38,Food,"2,945.92","3,381.22",Returning,23.00%,Cash,Retail,128486.36
1014,June,07-06-2023,Alice,North,408.38,3,Electronics,"2,468.29","2,723.13",Returning,8.00%,Cash,Retail,8169.39
1015,February,08-02-2023,Charlie,East,"2,669.81",23,Electronics,"2,644.77","2,684.83",New,24.00%,Cash,Online,61751.09
1031,March,23-03-2023,Eve,East,433.4,32,Clothing,"3,351.33","3,711.47",New,16.00%,Cash,Retail,118767.04
1001,December,22-12-2023,David,West,"8,803.94",45,Clothing,"1,372.36","1,687.83",New,2.00%,Credit Card,Online,75952.35
1054,September,15-09-2023,Bob,South,"2,509.63",16,Electronics,"4,557.79","5,043.36",Returning,14.00%,Credit Card,Retail,80693.76
1003,July,25-07-2023,Eve,West,"5,617.64",5,Food,"2,206.58","2,490.47",New,28.00%,Cash,Online,12452.35
1016,March,18-03-2023,David,South,485.9,4,Food,688.98,863.81,New,27.00%,Credit Card,Retail,3455.24
1087,January,12-01-2023,Charlie,North,"6,701.79",21,Food,"3,724.38","3,988.70",New,3.00%,Bank Transfer,Retail,83762.7
1057,October,22-10-2023,Eve,South,"3,297.97",40,Clothing,"3,233.37","3,723.21",New,22.00%,Bank Transfer,Retail,148928.4
1075,August,12-08-2023,David,East,"8,989.40",14,Furniture,"1,612.93","1,964.15",Returning,24.00%,Bank Transfer,Retail,27498.1
1012,January,13-01-2023,Alice,East,"8,892.37",39,Furniture,"3,126.52","3,465.79",New,8.00%,Cash,Online,135165.81
1074,February,15-02-2023,Alice,South,"3,320.38",31,Furniture,"1,138.32","1,266.25",Returning,14.00%,Cash,Retail,39253.75
1096,June,04-06-2023,Bob,South,"9,019.51",14,Furniture,"2,251.95","2,626.32",Returning,21.00%,Credit Card,Online,36768.48
1016,April,23-04-2023,David,South,"9,961.96",6,Furniture,"4,502.09","4,879.72",New,13.00%,Credit Card,Online,29278.32
1072,August,21-08-2023,Alice,West,"8,271.62",12,Clothing,710.99,876.46,Returning,3.00%,Credit Card,Online,10517.52
1076,January,17-01-2023,Charlie,South,"8,464.23",16,Clothing,"1,964.15","2,211.17",Returning,21.00%,Bank Transfer,Online,35378.72
1024,December,26-12-2023,David,North,"2,565.19",17,Furniture,"4,114.66","4,269.02",Returning,27.00%,Bank Transfer,Retail,72573.34
1028,August,11-08-2023,Charlie,West,"5,809.35",45,Clothing,"4,848.98","4,985.75",Returning,20.00%,Bank Transfer,Online,224358.75
1008,December,20-12-2023,Charlie,West,765.83,23,Clothing,"2,296.93","2,319.62",Returning,23.00%,Bank Transfer,Retail,53351.26
1092,July,07-07-2023,Alice,South,"1,039.69",14,Furniture,"2,559.65","2,709.40",Returning,11.00%,Credit Card,Retail,37931.6
1036,December,10-12-2023,David,North,"9,989.04",7,Food,"2,882.25","3,163.70",Returning,5.00%,Cash,Retail,22145.9
1090,December,31-12-2023,Eve,West,"3,333.73",46,Clothing,"4,665.12","4,675.90",New,19.00%,Cash,Retail,215091.4
1008,June,12-06-2023,Alice,East,"7,507.02",32,Food,"4,298.12","4,446.90",New,10.00%,Bank Transfer,Online,142300.8
1058,November,22-11-2023,Alice,West,"8,085.98",15,Clothing,894.48,"1,336.37",Returning,26.00%,Cash,Retail,20045.55
1060,March,15-03-2023,David,South,"8,594.43",44,Clothing,"2,211.95","2,512.84",Returning,4.00%,Cash,Online,110564.96
1050,August,21-08-2023,David,North,"9,976.52",17,Furniture,"2,346.80","2,654.65",New,13.00%,Cash,Retail,45129.05
1028,August,12-08-2023,Charlie,South,"2,490.82",41,Clothing,"3,956.03","4,163.68",New,12.00%,Bank Transfer,Retail,170710.88
1092,November,15-11-2023,David,East,499.47,47,Electronics,"3,034.32","3,375.79",New,28.00%,Credit Card,Online,158662.13
1041,March,01-03-2023,Charlie,East,"4,170.80",44,Electronics,"3,288.39","3,391.46",New,5.00%,Credit Card,Retail,149224.24
1100,December,01-12-2023,Alice,East,"1,387.80",34,Furniture,"4,991.09","5,402.28",Returning,0.00%,Cash,Retail,183677.52
1064,August,10-08-2023,Bob,South,322.02,5,Food,421.05,488.23,Returning,7.00%,Credit Card,Retail,2441.15
1027,February,06-02-2023,Eve,West,"3,668.23",45,Food,"1,153.90","1,485.34",New,25.00%,Credit Card,Retail,66840.3
1063,October,05-10-2023,Alice,South,"7,859.01",27,Food,"2,069.08","2,246.24",New,6.00%,Bank Transfer,Retail,60648.48
1017,July,15-07-2023,David,North,"5,705.19",23,Electronics,"1,771.52","2,147.80",New,7.00%,Bank Transfer,Online,49399.4
1073,December,18-12-2023,Eve,West,"3,196.50",40,Food,157.15,436.53,New,4.00%,Cash,Retail,17461.2
1033,August,30-08-2023,Bob,East,"6,577.99",14,Food,504.3,735.95,Returning,21.00%,Cash,Retail,10303.3
1084,November,20-11-2023,Bob,South,"2,396.98",15,Furniture,"3,420.72","3,513.74",New,2.00%,Cash,Online,52706.1
1077,August,07-08-2023,Charlie,East,242.38,43,Food,"4,402.66","4,724.70",New,10.00%,Bank Transfer,Retail,203162.1
1092,July,11-07-2023,Eve,East,"7,667.10",33,Electronics,"2,595.42","3,083.06",New,8.00%,Credit Card,Online,101740.98
1029,January,17-01-2023,Charlie,North,"6,275.06",31,Electronics,"2,719.00","3,133.55",Returning,17.00%,Bank Transfer,Retail,97140.05
1013,January,12-01-2023,Alice,West,"7,646.80",35,Electronics,"1,312.71","1,352.11",Returning,22.00%,Bank Transfer,Retail,47323.85
1046,July,12-07-2023,Eve,North,485.49,17,Furniture,"3,850.99","4,045.34",Returning,16.00%,Credit Card,Online,68770.78
1035,January,22-01-2023,Alice,North,"8,387.48",28,Furniture,"3,771.38","4,234.92",New,28.00%,Credit Card,Retail,118577.76
1006,April,30-04-2023,Charlie,North,"6,233.31",19,Clothing,"2,962.41","3,218.90",New,29.00%,Cash,Retail,61159.1
1082,July,29-07-2023,Eve,East,"5,677.61",46,Food,"1,102.69","1,437.12",New,11.00%,Credit Card,Online,66107.52
1069,November,02-11-2023,Charlie,North,"6,283.68",23,Furniture,530.24,987.41,Returning,23.00%,Credit Card,Online,22710.43
1047,September,27-09-2023,Eve,North,"8,657.89",32,Electronics,367.98,806.14,Returning,22.00%,Credit Card,Retail,25796.48
1025,July,11-07-2023,Charlie,West,"5,910.67",40,Electronics,"2,983.85","3,239.74",New,27.00%,Credit Card,Online,129589.6
1066,June,24-06-2023,Bob,West,"5,851.41",13,Furniture,"4,133.92","4,358.37",New,13.00%,Cash,Retail,56658.81
1010,October,12-10-2023,Charlie,North,"9,907.72",20,Furniture,"4,298.74","4,475.19",Returning,16.00%,Cash,Online,89503.8
1056,July,23-07-2023,Bob,West,"7,591.63",35,Furniture,"2,344.93","2,707.25",New,12.00%,Credit Card,Retail,94753.75
1030,June,13-06-2023,Charlie,West,"4,478.71",5,Clothing,"3,932.14","4,082.76",New,26.00%,Credit Card,Online,20413.8
1005,September,08-09-2023,Eve,North,"7,103.23",9,Electronics,"4,737.06","4,869.50",New,7.00%,Cash,Online,43825.5
1033,August,15-08-2023,Eve,East,"3,953.38",29,Clothing,"1,412.09","1,596.65",Returning,7.00%,Cash,Online,46302.85
1065,January,07-01-2023,Eve,North,"2,365.87",6,Clothing,"2,019.90","2,116.74",New,11.00%,Credit Card,Online,12700.44
1018,January,29-01-2023,David,West,"6,008.83",25,Food,"4,660.82","5,011.43",New,7.00%,Bank Transfer,Online,125285.75
1096,February,02-02-2023,Alice,East,"9,289.00",31,Electronics,"1,724.24","2,036.20",New,17.00%,Cash,Online,63122.2
1049,May,14-05-2023,Eve,South,"9,298.48",22,Electronics,"4,573.69","4,820.30",New,4.00%,Cash,Online,106046.6
1011,March,20-03-2023,Bob,East,"3,484.86",2,Furniture,"4,906.17","5,107.43",Returning,10.00%,Cash,Online,10214.86
1085,February,27-02-2023,Eve,West,"5,324.01",45,Furniture,"3,325.96","3,781.40",Returning,27.00%,Credit Card,Online,170163
1026,January,26-01-2023,David,East,"2,195.20",5,Food,"4,093.61","4,117.88",Returning,12.00%,Credit Card,Retail,20589.4
1063,August,14-08-2023,Bob,North,"9,956.75",27,Clothing,"3,760.25","4,147.11",New,22.00%,Cash,Online,111971.97
1089,October,12-10-2023,David,South,"9,813.07",25,Furniture,"3,512.69","3,964.63",Returning,3.00%,Credit Card,Retail,99115.75
1086,January,04-01-2023,Bob,South,"6,530.14",8,Furniture,"1,569.31","1,798.02",New,7.00%,Credit Card,Online,14384.16
1059,April,09-04-2023,Charlie,South,"8,063.70",1,Electronics,332.62,612.46,Returning,24.00%,Cash,Retail,612.46
1027,February,08-02-2023,Alice,West,"7,179.49",20,Electronics,"1,748.11","2,220.90",New,23.00%,Credit Card,Retail,44418
1049,September,28-09-2023,Alice,West,"5,972.27",44,Furniture,"3,351.33","3,465.35",Returning,12.00%,Bank Transfer,Online,152475.4
1077,October,12-10-2023,David,South,628.15,23,Electronics,557.52,822.39,Returning,29.00%,Credit Card,Online,18914.97
1033,June,06-06-2023,Alice,East,"4,602.17",32,Food,108.99,351.6,Returning,27.00%,Credit Card,Retail,11251.2
1098,March,16-03-2023,David,South,"6,780.38",11,Furniture,741.48,878.09,New,29.00%,Cash,Retail,9658.99
1099,October,15-10-2023,David,East,"6,807.56",39,Electronics,"3,592.89","4,004.00",New,13.00%,Cash,Online,156156
1001,May,10-05-2023,David,East,"3,793.91",47,Food,"4,865.33","5,316.13",New,6.00%,Bank Transfer,Online,249858.11
1021,June,24-06-2023,Alice,West,"9,422.75",24,Electronics,"4,916.17","5,309.32",Returning,19.00%,Credit Card,Online,127423.68
1055,March,25-03-2023,David,East,"1,756.83",11,Electronics,"2,495.20","2,600.93",New,21.00%,Bank Transfer,Retail,28610.23
1006,January,22-01-2023,Alice,South,"5,053.56",29,Electronics,"4,353.29","4,405.80",New,4.00%,Bank Transfer,Online,127768.2
1092,January,27-01-2023,David,West,"6,939.75",26,Furniture,"3,697.29","4,003.96",New,24.00%,Cash,Online,104102.96
1081,July,14-07-2023,Eve,North,"7,001.64",16,Clothing,"2,530.15","2,568.13",New,1.00%,Credit Card,Online,41090.08
1069,December,03-12-2023,David,North,"6,521.53",35,Electronics,"2,885.16","3,224.84",New,14.00%,Cash,Online,112869.4
1095,August,24-08-2023,Bob,West,"2,825.35",20,Food,729.27,999.18,New,10.00%,Bank Transfer,Online,19983.6
1005,April,02-04-2023,David,South,"1,646.45",46,Furniture,"4,691.42","5,026.19",Returning,22.00%,Bank Transfer,Retail,231204.74
1003,January,21-01-2023,Charlie,North,"6,395.81",3,Furniture,"1,792.05","2,091.23",Returning,9.00%,Cash,Retail,6273.69
1053,October,30-10-2023,David,North,"6,033.09",1,Food,"2,258.44","2,475.56",New,25.00%,Cash,Online,2475.56
1023,December,23-12-2023,Bob,East,"1,875.62",47,Electronics,"3,374.72","3,483.15",Returning,18.00%,Cash,Online,163708.05
1053,March,25-03-2023,Bob,East,"7,080.88",1,Clothing,"1,702.82","1,862.61",Returning,24.00%,Cash,Retail,1862.61
1037,September,19-09-2023,Alice,South,"4,606.20",17,Electronics,"1,308.58","1,575.59",New,30.00%,Cash,Online,26785.03
1074,May,27-05-2023,Eve,West,"6,710.83",2,Food,"3,173.69","3,503.11",New,20.00%,Bank Transfer,Retail,7006.22
1074,September,14-09-2023,David,South,"8,389.93",29,Furniture,173.67,565.62,Returning,30.00%,Cash,Online,16402.98
1083,February,27-02-2023,Alice,West,"1,780.31",20,Clothing,"3,617.59","4,003.50",New,1.00%,Credit Card,Retail,80070
1017,January,15-01-2023,Eve,North,289.53,6,Furniture,"2,594.42","3,081.04",Returning,10.00%,Bank Transfer,Retail,18486.24
1085,June,11-06-2023,David,East,"7,813.12",8,Food,"3,048.48","3,198.54",Returning,3.00%,Bank Transfer,Online,25588.32
1078,June,12-06-2023,Charlie,South,"6,136.00",29,Electronics,"3,177.81","3,222.65",Returning,8.00%,Credit Card,Retail,93456.85
1073,November,16-11-2023,David,South,"7,026.43",48,Clothing,"2,658.90","2,838.27",New,25.00%,Credit Card,Online,136236.96
1001,October,08-10-2023,Bob,West,"8,397.73",33,Furniture,"2,933.54","3,307.75",Returning,1.00%,Bank Transfer,Retail,109155.75
1051,October,07-10-2023,Bob,West,"8,047.83",3,Furniture,"3,434.75","3,659.42",New,16.00%,Cash,Online,10978.26
1045,January,12-01-2023,Charlie,South,"9,613.11",35,Furniture,"3,777.94","4,188.66",New,17.00%,Bank Transfer,Online,146603.1
1077,October,01-10-2023,Alice,West,"5,405.76",5,Electronics,"3,650.89","3,930.06",New,17.00%,Bank Transfer,Online,19650.3
1004,September,28-09-2023,Eve,South,"4,936.11",27,Clothing,"4,354.60","4,820.20",New,14.00%,Credit Card,Retail,130145.4
1062,July,27-07-2023,David,South,"4,078.68",44,Electronics,987.74,"1,462.19",New,24.00%,Bank Transfer,Online,64336.36
1065,January,27-01-2023,Bob,South,"1,621.54",12,Electronics,"2,035.68","2,079.64",Returning,4.00%,Cash,Online,24955.68
1032,March,13-03-2023,Alice,North,"5,768.81",20,Electronics,"4,741.59","4,975.23",New,9.00%,Credit Card,Online,99504.6
1034,March,01-03-2023,Charlie,West,"2,842.42",45,Food,"2,013.12","2,321.87",New,18.00%,Bank Transfer,Retail,104484.15
1092,May,25-05-2023,Bob,East,"9,220.94",20,Food,668.11,803.49,New,21.00%,Bank Transfer,Online,16069.8
1095,April,03-04-2023,Charlie,East,"5,873.59",9,Food,"2,650.95","2,860.42",New,12.00%,Cash,Retail,25743.78
1072,November,05-11-2023,David,West,"5,969.12",39,Clothing,591.98,934.04,New,26.00%,Bank Transfer,Retail,36427.56
1039,January,08-01-2023,Eve,South,"3,613.75",4,Electronics,"1,054.12","1,175.22",Returning,12.00%,Bank Transfer,Retail,4700.88
1026,March,20-03-2023,Bob,East,614.69,19,Electronics,"4,991.68","5,296.65",New,12.00%,Bank Transfer,Online,100636.35
1034,January,27-01-2023,Bob,East,414.26,38,Food,"2,729.75","3,081.50",New,1.00%,Bank Transfer,Online,117097
1054,June,23-06-2023,David,West,"4,291.02",27,Electronics,"1,456.09","1,510.43",Returning,17.00%,Cash,Retail,40781.61
1003,February,19-02-2023,Alice,East,937.2,45,Electronics,"4,974.14","5,227.93",New,21.00%,Bank Transfer,Online,235256.85
